315.jpg	75	68	192	185	250	275
411.jpg	47	146	278	377	350	460
3.jpg	57	35	85	63	138	170
6.jpg	73	83	133	143	208	212
7.jpg	29	49	123	143	150	190
8.jpg	145	50	205	110	350	247
9.jpg	139	109	201	171	350	333
237.jpg	114	132	278	296	350	442
13.jpg	170	68	256	154	350	341
14.jpg	131	62	183	114	350	298
15.jpg	97	22	134	59	234	156
17.jpg	115	33	149	67	350	233
19.jpg	35	87	87	139	172	173
21.jpg	112	42	170	100	277	284
482.jpg	88	95	224	231	350	446
380.jpg	44	131	192	279	350	500
43.jpg	158	101	269	212	350	247
27.jpg	17	42	255	280	350	406
28.jpg	67	49	101	83	350	276
29.jpg	137	53	210	126	333	420
30.jpg	158	66	208	116	350	245
33.jpg	47	95	99	147	150	150
37.jpg	110	60	163	113	283	393
39.jpg	49	51	96	98	125	125
40.jpg	73	140	198	265	350	525
41.jpg	100	21	142	63	210	164
42.jpg	30	36	82	88	101	128
165.jpg	152	93	260	201	350	471
110.jpg	99	73	229	203	300	300
47.jpg	48	114	101	167	227	300
48.jpg	153	82	223	152	291	255
53.jpg	100	117	199	216	280	300
190.jpg	86	72	162	148	350	484
55.jpg	134	29	200	95	307	235
56.jpg	142	179	222	259	300	300
57.jpg	78	146	298	366	350	449
58.jpg	91	97	124	130	232	215
61.jpg	34	40	104	110	232	138
63.jpg	122	32	177	87	350	230
64.jpg	115	32	152	69	160	160
260.jpg	110	93	193	176	276	345
68.jpg	113	77	220	184	330	274
69.jpg	64	26	98	60	200	128
70.jpg	98	74	138	114	300	262
72.jpg	67	208	157	298	350	494
73.jpg	11	57	99	145	172	194
426.jpg	130	121	269	260	350	362
76.jpg	87	57	158	128	230	289
77.jpg	116	44	177	105	350	497
78.jpg	46	25	80	59	120	120
80.jpg	118	74	221	177	350	437
83.jpg	99	61	208	170	285	214
84.jpg	97	76	127	106	230	257
87.jpg	87	89	133	135	250	328
89.jpg	67	112	150	195	248	378
438.jpg	224	59	264	99	350	358
94.jpg	159	75	215	131	350	234
99.jpg	126	34	203	111	300	372
100.jpg	32	73	82	123	140	217
106.jpg	120	114	254	248	350	446
107.jpg	46	41	93	88	350	264
112.jpg	163	54	228	119	350	196
115.jpg	25	35	80	90	116	147
129.jpg	73	59	155	141	250	167
317.jpg	147	50	199	102	350	255
118.jpg	116	145	229	258	350	455
122.jpg	145	55	235	145	350	244
124.jpg	75	61	164	150	228	282
125.jpg	29	49	84	104	119	127
126.jpg	98	32	128	62	145	175
332.jpg	87	71	158	142	350	233
