0.jpg	94	132	220	258	341	364
1.jpg	81	61	129	109	223	398
2.jpg	93	120	213	240	301	377
3.jpg	106	93	165	152	248	297
4.jpg	75	39	170	134	238	178
6.jpg	42	75	112	145	160	260
61.jpg	186	92	233	139	350	373
8.jpg	59	36	90	67	135	200
56.jpg	48	65	127	144	172	200
10.jpg	112	125	171	184	320	318
11.jpg	98	68	153	123	280	186
12.jpg	28	48	80	100	117	158
39.jpg	147	68	218	139	300	254
15.jpg	63	121	229	287	250	328
16.jpg	145	168	316	339	350	461
18.jpg	51	66	89	104	128	160
30.jpg	61	77	266	282	350	453
21.jpg	191	67	231	107	350	350
22.jpg	122	60	154	92	230	245
23.jpg	63	53	121	111	226	170
24.jpg	70	66	127	123	180	150
25.jpg	30	36	60	66	104	120
26.jpg	93	79	186	172	300	300
57.jpg	93	48	239	194	350	262
28.jpg	123	203	227	307	350	460
29.jpg	75	61	159	145	238	178
31.jpg	57	49	106	98	172	139
32.jpg	68	46	133	111	203	152
33.jpg	62	47	100	85	300	246
35.jpg	92	128	205	241	350	439
36.jpg	43	45	89	91	122	164
38.jpg	22	44	79	101	128	160
40.jpg	102	55	190	143	226	170
41.jpg	79	90	145	156	216	264
51.jpg	144	72	188	116	320	300
44.jpg	91	80	148	137	250	347
45.jpg	71	105	155	189	250	357
46.jpg	23	37	68	82	148	100
47.jpg	38	29	68	59	106	200
48.jpg	35	58	89	112	150	180
49.jpg	35	38	85	88	110	160
52.jpg	58	66	117	125	148	253
53.jpg	140	50	185	95	350	214
55.jpg	42	38	98	94	203	152
65.jpg	86	105	187	206	285	339
60.jpg	46	23	75	52	112	150
64.jpg	141	111	180	150	310	348
68.jpg	135	70	208	143	350	431
69.jpg	137	107	242	212	350	235
70.jpg	35	57	72	94	110	168
71.jpg	51	81	82	112	150	204
72.jpg	97	135	249	287	350	434
74.jpg	119	74	183	138	300	417
75.jpg	39	25	66	52	104	144
76.jpg	112	112	199	199	300	257
